priority,use,topics,dewlab_tutorials,channel,title,note,minutes,format,url,nebula_url,views,video_id
C,companion,AI & machine learning; calculus,a-model-that-corrects-itself,Artem Kirsanov,The Most Important Algorithm in Machine Learning,Backpropagation: the most important algorithm in ML,40.1,explainer,https://www.youtube.com/watch?v=SmZmBKc7Lrs,,1100000,SmZmBKc7Lrs
C,companion,AI & machine learning; statistics & data,a-model-that-corrects-itself,CrashCourse,Neural Networks: Crash Course Statistics #41,Statistics 41: neural networks,12.3,lesson series,https://www.youtube.com/watch?v=JBlm4wnjNMY,,93000,JBlm4wnjNMY
C,background,AI & machine learning; statistics & data,,Gapminder Foundation,The Artificial Worldview Benchmark,The Artificial Worldview Benchmark,4.5,data story,https://www.youtube.com/watch?v=D7e1d16da0A,,3400,D7e1d16da0A
C,build seed,AI & machine learning; algorithms & complexity; games & puzzles,,Google DeepMind,"AlphaZero: Shedding new light on the grand games of chess, shogi and Go","AlphaZero: chess, shogi and Go from self-play",4.7,lecture / documentary,https://www.youtube.com/watch?v=7L2sUGcOgh0,,266000,7L2sUGcOgh0
C,background,AI & machine learning,,Google DeepMind,Protein folding explained,Protein folding explained,1.9,lecture / documentary,https://www.youtube.com/watch?v=KpedmJdrTpY,,361000,KpedmJdrTpY
C,background,AI & machine learning; history,,Google DeepMind,The Thinking Game | Full documentary | Tribeca Film Festival official selection,The Thinking Game: documentary,84.1,lecture / documentary,https://www.youtube.com/watch?v=d95J8yzvjbQ,,,d95J8yzvjbQ
C,companion,AI & machine learning,how-much-it-remembers,Julia Turc,Discover How LLMs Work by Dissecting Llama,Dissecting Llama to see how LLMs work,9.9,explainer,https://www.youtube.com/watch?v=I_2DsaJ4Ung,,16000,I_2DsaJ4Ung
C,companion,AI & machine learning; programming practice,how-much-it-remembers,Looking Glass Universe,I built GPT-2 for $31.99,Building GPT-2 for $31.99,10.9,explainer,https://www.youtube.com/watch?v=HswlqMnQ6oE,,15000,HswlqMnQ6oE
C,companion,AI & machine learning; Markov chains & language models,how-much-it-remembers,Quanta Magazine,Can LLMs Understand Meaning?,Can LLMs understand meaning? (4 min),4.3,explainer,https://www.youtube.com/watch?v=6iO8TtCs_Cw,,59000,6iO8TtCs_Cw
C,build seed,AI & machine learning; simulation,,Robert Miles AI Safety,AI Safety Gridworlds,AI safety gridworlds,7.4,explainer,https://www.youtube.com/watch?v=CGTkoUidQ8I,,95000,CGTkoUidQ8I
C,background,AI & machine learning; maths in society,,Robert Miles AI Safety,What's the Use of Utility Functions?,What's the use of utility functions?,7.1,explainer,https://www.youtube.com/watch?v=8AvIErXFoH8,,68000,8AvIErXFoH8
C,companion,AI & machine learning,a-model-that-corrects-itself,Sebastian Lague,A Brief Introduction to Neural Networks (unfinished series),Brief introduction to neural networks (unfinished series),5.6,coding project,https://www.youtube.com/watch?v=bVQUSndDllU,,406000,bVQUSndDllU
C,background,AI & machine learning,,Up and Atom,"Moravec's Paradox - Why are machines so smart, yet so dumb?",Moravec's paradox,14.5,explainer,https://www.youtube.com/watch?v=hcfVRkC3Dp0,https://nebula.tv/videos/upandatom-yt-moravec-s-paradox-why-are-machines-so-smart-yet-so-dumb/,207000,hcfVRkC3Dp0
C,background,AI & machine learning,,Veritasium,AlphaFold - The Most Useful Thing AI Has Ever Done,AlphaFold,24.9,explainer,https://www.youtube.com/watch?v=P_fHJIYENdI,,10000000,P_fHJIYENdI
C,background,AI & machine learning; history,,Welch Labs,The moment we stopped understanding AI [AlexNet],AlexNet: the moment we stopped understanding AI,17.6,explainer,https://www.youtube.com/watch?v=UZDiGooFs54,,2500000,UZDiGooFs54
C,background,AI & machine learning,,Welch Labs,Why Deep Learning Works Unreasonably Well [How Models Learn Part 3],How models learn part 3,34.1,explainer,https://www.youtube.com/watch?v=qx7hirqgfuU,,395000,qx7hirqgfuU
C,build seed,AI & machine learning; simulation,a-model-that-corrects-itself,argonaut,Neuroevolution Explained by Example,Neuroevolution by example,8.2,coding project,https://www.youtube.com/watch?v=9Zk_hY_CjiE,,31000,9Zk_hY_CjiE
C,companion,Markov chains & language models; AI & machine learning,how-much-it-remembers,Fractal Philosophy,You Don’t Understand How Language Works,You don't understand how language works,10.8,explainer,https://www.youtube.com/watch?v=wE8GTZ6YaZ8,,371000,wE8GTZ6YaZ8
C,companion,Markov chains & language models; AI & machine learning,where-chains-lead,Google DeepMind,Reinforcement Learning 3: Markov Decision Processes and Dynamic Programming,RL lecture 3: Markov decision processes and dynamic programming (university level),104.4,lecture / documentary,https://www.youtube.com/watch?v=hMbxmRyDw5M,,48000,hMbxmRyDw5M
C,companion,algebra & equations; complex numbers,solving-for-x,2swap,Mystery of the Quintic,Mystery of the quintic: why there is no formula past degree four,27.0,explainer,https://www.youtube.com/watch?v=9HIy5dJE-zQ,,742000,9HIy5dJE-zQ
C,companion,algebra & equations; geometry,parabolas,Patrick J,Finding the Center-Radius Form of a Circle by Completing the Square - Example 1,Worked example: centre-radius form of a circle by completing the square,4.9,worked example,https://www.youtube.com/watch?v=2AU7b8vGAOk,,110000,2AU7b8vGAOk
C,companion,algebra & equations,rearranging-formulae,Sebastian Lague,Kinematic Equations (E02: missile problem),Kinematic equations: missile problem,11.1,coding project,https://www.youtube.com/watch?v=phMZQNu0ZFM,,46000,phMZQNu0ZFM
C,companion,algebra & equations; calculus,parabolas,Sebastian Lague,Kinematic Equations (E03: ball problem),Kinematic equations: ball problem,17.9,coding project,https://www.youtube.com/watch?v=IvT8hjy6q4o,,119000,IvT8hjy6q4o
C,companion,algebra & equations; complex numbers,solving-for-x,TheGrayCuber,Cursed Quadratic Equations,Cursed quadratic equations,6.5,explainer,https://www.youtube.com/watch?v=ocDnfeFAsCg,,125000,ocDnfeFAsCg
C,companion,algebra & equations; complex numbers,complex-roots,TheGrayCuber,The Fundamental Theorem of Algebra,The fundamental theorem of algebra,17.5,explainer,https://www.youtube.com/watch?v=RBRVL6nP2Dk,,25000,RBRVL6nP2Dk
C,build seed,algorithms & complexity; games & puzzles,,AlphaPhoenix,The UNKILLABLE Snake AI (Entire 30x30 game),"The unkillable snake AI, full 30x30 game",32.7,explainer,https://www.youtube.com/watch?v=YqL7bl3I5IE,,80000,YqL7bl3I5IE
C,companion,algorithms & complexity; matrices & vectors,solving-systems,AlphaPhoenix,This puzzle took me three years and required thinking in 3721 dimensions,A puzzle solved in 3721 dimensions,36.6,explainer,https://www.youtube.com/watch?v=g8pjrVbdafY,,647000,g8pjrVbdafY
C,background,algorithms & complexity,,Polylog,The most powerful (and useless) algorithm,Universal search: the most powerful and useless algorithm,14.7,explainer,https://www.youtube.com/watch?v=9ONm1od1QZo,,147000,9ONm1od1QZo
C,background,algorithms & complexity,,PurpleMind,The Smartest Algorithm No One Uses,The smartest algorithm no one uses,38.5,explainer,https://www.youtube.com/watch?v=5JXpNOZWAHM,,83000,5JXpNOZWAHM
C,background,algorithms & complexity; AI & machine learning,,Quanta Magazine,Biggest Breakthroughs in Computer Science: 2025,Biggest breakthroughs in computer science 2025 (yearly series: 2021-2025),14.1,explainer,https://www.youtube.com/watch?v=DFwppvrL_pE,,295000,DFwppvrL_pE
C,background,algorithms & complexity; trigonometry & waves; recursion & fractals,,Reducible,The Fast Fourier Transform (FFT): Most Ingenious Algorithm Ever?,Fast Fourier transform,28.4,explainer,https://www.youtube.com/watch?v=h7apO7q16V0,,2200000,h7apO7q16V0
C,build seed,algorithms & complexity; games & puzzles,,Sebastian Lague,Coding Adventure: Improving my Rubik's Cube Solver,Improving the Rubik's cube solver,27.5,coding project,https://www.youtube.com/watch?v=Eysf6-E3ino,,185000,Eysf6-E3ino
C,build seed,algorithms & complexity; games & puzzles,,Sebastian Lague,I Ran a Chess Programming Tournament!,Chess programming tournament,78.7,coding project,https://www.youtube.com/watch?v=Ne40a5LkK6A,,914000,Ne40a5LkK6A
C,companion,binary & number representation; AI & machine learning,numbers-a-computer-can-hold,Julia Turc,The myth of 1-bit LLMs | Quantization-Aware Training,The myth of 1-bit LLMs,24.6,explainer,https://www.youtube.com/watch?v=WBm0nyDkVYM,,102000,WBm0nyDkVYM
C,companion,binary & number representation; compression & error correction,everything-is-ones-and-zeros,Technology Connections,The Compact Disc: An Introduction,The compact disc: an introduction,17.3,explainer,https://www.youtube.com/watch?v=sAbhPeTp51s,,891000,sAbhPeTp51s
C,companion,binary & number representation; how computers work,everything-is-ones-and-zeros,engineerguy,IBM Selectric Typewriter & its digital to analogue converter,IBM Selectric typewriter's digital-to-analogue converter,3.1,explainer,https://www.youtube.com/watch?v=bRCNenhcvpw,,1000000,bRCNenhcvpw
C,background,calculus,,3Blue1Brown,"Implicit differentiation, what's going on here? | Chapter 6, Essence of calculus",Implicit differentiation,15.6,explainer,https://www.youtube.com/watch?v=qb40J4N1fa4,,2300000,qb40J4N1fa4
C,background,calculus,,3Blue1Brown,"Taylor series | Chapter 11, Essence of calculus",Taylor series,22.3,explainer,https://www.youtube.com/watch?v=3d6DsjIBzJ4,,5100000,3d6DsjIBzJ4
C,background,calculus,,Algorithmic Simplicity,A better way to think about Taylor series #SoMEpi,A better way to think about Taylor series,14.6,explainer,https://www.youtube.com/watch?v=fMC4qk3S1Lw,,9500,fMC4qk3S1Lw
C,companion,calculus; numbers,approaching-a-limit,Morphocular,Can you change a sum by rearranging its numbers? --- The Riemann Series Theorem,Rearranging a sum changes it: Riemann series theorem,23.8,explainer,https://www.youtube.com/watch?v=U0w0f0PDdPA,,230000,U0w0f0PDdPA
C,companion,calculus,rates-of-change,Stand-up Maths,An unexciting video about distance derivatives,Distance derivatives,23.7,explainer,https://www.youtube.com/watch?v=sB2X5l5CsNs,,334000,sB2X5l5CsNs
C,build seed,calculus; simulation,,Stand-up Maths,Will a falling pencil hit the table? We do the maths!,Will a falling pencil hit the table?,16.3,explainer,https://www.youtube.com/watch?v=uNPDrLhXC9k,,295000,uNPDrLhXC9k
C,background,calculus; history,,Veritasium,The Discovery That Transformed Pi,The discovery that transformed pi (Newton's series),18.7,explainer,https://www.youtube.com/watch?v=gMlf1ELvRzc,,17000000,gMlf1ELvRzc
C,companion,colour & images; how computers work,pictures-worth-numbers,Applied Science,How Digital Light Processing (DLP) works,How DLP projectors work,9.4,explainer,https://www.youtube.com/watch?v=9nb8mM3uEIc,,500000,9nb8mM3uEIc
C,companion,colour & images,variables-and-colour,"Ben, Ben and Blue",BBB #14: Color,BBB 14: colour (podcast),57.0,podcast,https://www.youtube.com/watch?v=X_0Zobv7k-c,,22000,X_0Zobv7k-c
C,background,colour & images,,Captain Disillusion,CD / Interlacing,CD / Interlacing,4.7,explainer,https://www.youtube.com/watch?v=5eu_KjKsnpM,https://nebula.tv/videos/captaindisillusion-cd-interlacing/,1800000,5eu_KjKsnpM
C,companion,colour & images; logic,describing-an-image,Captain Disillusion,Marble Sorting Machine DEBUNK,Marble sorting machine debunk: evaluating a viral video,11.1,explainer,https://www.youtube.com/watch?v=em-pVICrnqM,https://nebula.tv/videos/captaindisillusion-marble-sorting-machine-debunk/,5400000,em-pVICrnqM
C,background,colour & images; numbers,,Stand-up Maths,These pixels count themselves.,Pixels that count themselves,17.6,explainer,https://www.youtube.com/watch?v=nsj3gTGh9K0,,418000,nsj3gTGh9K0
C,companion,colour & images; trigonometry & waves,pictures-worth-numbers,Steve Mould,Reveal Invisible Motion With This Clever Video Trick,Revealing invisible motion with video processing,14.3,explainer,https://www.youtube.com/watch?v=rEoc0YoALt0,,2800000,rEoc0YoALt0
C,background,colour & images,,Steve Mould,Why white things are white,Why white things are white,11.9,explainer,https://www.youtube.com/watch?v=gug67f1_8jM,,1000000,gug67f1_8jM
C,companion,colour & images; history,variables-and-colour,Technology Connections,How Analog Color TV Works:  The Beginnings,How analogue colour TV works,13.2,explainer,https://www.youtube.com/watch?v=dX649lnKAU0,,500000,dX649lnKAU0
C,companion,colour & images; history,drawing-frames-with-javascript,Technology Connections,Lines of Light: How Analog Television Works,How analogue television draws lines of light,16.8,explainer,https://www.youtube.com/watch?v=l4UgZBs7ZGo,,1400000,l4UgZBs7ZGo
C,background,colour & images,,Veritasium,These Illusions Fool Almost Everyone,These illusions fool almost everyone,24.9,explainer,https://www.youtube.com/watch?v=Sn07AMCfaAI,,5300000,Sn07AMCfaAI
C,companion,colour & images; how computers work,colour-contrast-and-text-size,engineerguy,LCD Monitor Teardown,LCD monitor teardown,4.9,explainer,https://www.youtube.com/watch?v=jiejNAUwcQ8,,1600000,jiejNAUwcQ8
C,companion,colour & images,variables-and-colour,minutephysics,The Color Temperature Paradox,The colour temperature paradox,4.4,explainer,https://www.youtube.com/watch?v=mqZm6u12RJA,https://nebula.tv/videos/minutephysics-the-color-temperature-paradox/,691000,mqZm6u12RJA
C,companion,colour & images,variables-and-colour,minutephysics,There is no pink light,There is no pink light,1.1,explainer,https://www.youtube.com/watch?v=S9dqJRyk0YM,https://nebula.tv/videos/minute-physics-there-is-no-pink-light/,4500000,S9dqJRyk0YM
C,background,complex numbers,,Morphocular,Euler's Formula Beyond Complex Numbers,Euler's formula beyond complex numbers,29.9,explainer,https://www.youtube.com/watch?v=Y1gOYtQYRXo,,294000,Y1gOYtQYRXo
C,companion,complex numbers,complex-roots,Patrick J,Complex Numbers - Multiplying and Dividing,Worked example: multiplying and dividing complex numbers,7.4,worked example,https://www.youtube.com/watch?v=KPSj4-76eEc,,250000,KPSj4-76eEc
C,companion,complex numbers; trigonometry & waves,complex-roots,Patrick J,Roots of Complex Numbers,Worked example: roots of complex numbers,6.0,worked example,https://www.youtube.com/watch?v=HhlD7sX5Tp8,,529000,HhlD7sX5Tp8
C,companion,complex numbers,when-there-is-no-real-answer,Stand-up Maths,What does i^i = ?,What does i to the i equal?,7.6,explainer,https://www.youtube.com/watch?v=9tlHQOKMHGA,,1600000,9tlHQOKMHGA
C,companion,complex numbers; recursion & fractals,complex-roots,TheGrayCuber,imaginary bases create fractals!,Imaginary bases create fractals,12.4,explainer,https://www.youtube.com/watch?v=d6agN416onM,,109000,d6agN416onM
C,background,compression & error correction; AI & machine learning,,3Blue1Brown,But what is cross-entropy? | Compression is Intelligence Part 2,Cross-entropy; sequel to the entropy video,33.9,explainer,https://www.youtube.com/watch?v=GlYgs6v2YfU,,803000,GlYgs6v2YfU
C,background,compression & error correction; games & puzzles,,3Blue1Brown,"Oh, wait, actually the best Wordle opener is not “crane”…",Wordle follow-up correction,10.9,explainer,https://www.youtube.com/watch?v=fRed0Xmc2Wg,,6600000,fRed0Xmc2Wg
C,companion,compression & error correction,image-formats-and-compression,Technology Connections,"MP3 CDs: a hybrid ""format"" that never existed, yet was surprisingly common",MP3 CDs: compression meets a physical format,34.3,explainer,https://www.youtube.com/watch?v=WkIR23emsWY,,2200000,WkIR23emsWY
C,companion,counting & combinatorics,orders-and-choices,Patrick J,Permutations Involving Repeated Symbols - Example 1,Worked example: permutations with repeated letters,5.3,worked example,https://www.youtube.com/watch?v=3VBdsNCSBXM,,236000,3VBdsNCSBXM
C,companion,counting & combinatorics; algorithms & complexity,orders-and-choices,Stand-up Maths,New Superpermutations Discovered!,New superpermutations discovered,16.2,explainer,https://www.youtube.com/watch?v=_tpNuulTeSQ,,135000,_tpNuulTeSQ
C,companion,counting & combinatorics; geometry,counting-carefully,Stand-up Maths,The Rug Puzzle: how many triangles?,The rug puzzle: how many triangles?,3.4,explainer,https://www.youtube.com/watch?v=HViA6N3VeHw,,144000,HViA6N3VeHw
C,background,counting & combinatorics; probability,,Stand-up Maths,The Three Indistinguishable Dice Puzzle,Three indistinguishable dice puzzle,7.0,explainer,https://www.youtube.com/watch?v=xHh0ui5mi_E,,860000,xHh0ui5mi_E
C,background,cryptography; logic; games & puzzles,,Polylog,I can prove I’ve solved this Sudoku without revealing it,Zero-knowledge proof of a Sudoku,19.9,explainer,https://www.youtube.com/watch?v=Otvcbw6k4eo,,485000,Otvcbw6k4eo
C,background,cryptography,,PurpleMind,Can You Decipher the Comments of This Video?,Decipher the comments,10.9,explainer,https://www.youtube.com/watch?v=EY6scAHNgZw,,41000,EY6scAHNgZw
C,background,cryptography,,Quanta Magazine,Cryptography's Mathematical 'Worlds': Which One Do We Live In?,Cryptography's mathematical worlds,5.5,explainer,https://www.youtube.com/watch?v=RjzSFa03i2U,,58000,RjzSFa03i2U
C,companion,cryptography,bits-that-flip,Spanning Tree,AES: How to Design Secure Encryption,AES: designing secure encryption,15.6,explainer,https://www.youtube.com/watch?v=C4ATDMIz5wc,,303000,C4ATDMIz5wc
C,build seed,cryptography,project-ideas,Steve Mould,But What Are NFTs Actually,What NFTs are: hashes and ledgers,29.5,explainer,https://www.youtube.com/watch?v=IZaTd0hDtkI,,1000000,IZaTd0hDtkI
C,background,cryptography; logic,,Up and Atom,Zero Knowledge Proofs,Zero-knowledge proofs,10.3,explainer,https://www.youtube.com/watch?v=V5uVKZn3F_4,,353000,V5uVKZn3F_4
C,background,design & accessibility,,Artem Kirsanov,How to Effectively Teach Yourself ANYTHING,How to teach yourself anything,13.5,explainer,https://www.youtube.com/watch?v=NuTU9YFqZqQ,,44000,NuTU9YFqZqQ
C,background,design & accessibility,,"Ben, Ben and Blue","BBB #2- Lecturing=Bloodletting, so why are we still doing it?",BBB 2: lecturing and teaching (podcast),78.4,podcast,https://www.youtube.com/watch?v=vPhodhajoJg,,18000,vPhodhajoJg
C,background,design & accessibility; programming practice,,Tantacrul,Finale - How Music Software Dies,Finale: how music software dies,83.1,explainer,https://www.youtube.com/watch?v=Yqaon6YHzaU,https://nebula.tv/videos/tantacrul-finale-how-music-software-dies/,544000,Yqaon6YHzaU
C,background,design & accessibility,,Tantacrul,Music Software & Interface Design: Steinberg's Dorico,Interface design: Dorico,67.0,explainer,https://www.youtube.com/watch?v=S-3wEC6Fj_8,https://nebula.tv/videos/tantacrul-music-software-interface-design-steinbergs-dorico/,944000,S-3wEC6Fj_8
C,background,design & accessibility; logic,,Technology Connections,"The LED Traffic Light and the Danger of ""But Sometimes!""",The LED traffic light and the danger of 'but sometimes',18.5,explainer,https://www.youtube.com/watch?v=GiYO1TObNz8,,4200000,GiYO1TObNz8
C,companion,exponentials & logarithms,doubling-and-halving,Patrick J,Radioactive Decay and Exponential Growth: Quick Example Involving Exponential Decay,Worked example: radioactive decay,2.3,worked example,https://www.youtube.com/watch?v=K8IaH3adKz8,,146000,K8IaH3adKz8
C,background,exponentials & logarithms; statistics & data,,Primer,"How many people might ever exist, calculated",How many people might ever exist,9.8,explainer,https://www.youtube.com/watch?v=r6sa_fWQB_4,,1000000,r6sa_fWQB_4
C,companion,exponentials & logarithms,numbers-and-their-families,Stand-up Maths,What's the story with log(1 + 2 + 3)?,The story of log(1+2+3),10.0,explainer,https://www.youtube.com/watch?v=OcTMBrUutfk,,702000,OcTMBrUutfk
C,companion,exponentials & logarithms; complex numbers,doubling-and-halving,Stand-up Maths,Why does -2^x look so strange?,Why -2^x looks so strange,20.9,explainer,https://www.youtube.com/watch?v=0WqpLYrWu7g,,468000,0WqpLYrWu7g
C,companion,exponentials & logarithms,rearranging-formulae,xkcd's What If?,Can you power your computer by typing?,Can you power your computer by typing?,2.8,explainer,https://www.youtube.com/watch?v=0L44GEJ5pLE,,1100000,0L44GEJ5pLE
C,companion,exponentials & logarithms,rearranging-formulae,xkcd's What If?,What if everyone jumped at once?,What if everyone jumped at once?,3.9,explainer,https://www.youtube.com/watch?v=p2M8Y0z9Rl0,,2500000,p2M8Y0z9Rl0
C,companion,exponentials & logarithms; maths in society,numbers-and-their-families,xkcd's What If?,What if you literally had all the money in the world?,All the money in the world,3.0,explainer,https://www.youtube.com/watch?v=saj7b5C6TCM,,1600000,saj7b5C6TCM
C,background,games & puzzles; logic,,Spanning Tree,Can You Always Win a Game of Tetris?,Can you always win at Tetris?,6.5,explainer,https://www.youtube.com/watch?v=74ZNSQp-O3I,,531000,74ZNSQp-O3I
C,companion,games & puzzles; logic,four-questions,Stand-up Maths,Can you solve The Frog Problem?,Can you solve the frog problem?,10.9,explainer,https://www.youtube.com/watch?v=ZLTyX4zL2Fc,,261000,ZLTyX4zL2Fc
C,companion,geometry,how-far-apart,3Blue1Brown,"All possible pythagorean triples, visualized","All Pythagorean triples, visualised",14.9,explainer,https://www.youtube.com/watch?v=QJYmyhnaaek,,4000000,QJYmyhnaaek
C,companion,geometry,measuring-rooms-and-tins,3Blue1Brown,But why is a sphere's surface area four times its shadow?,A sphere's surface area is four times its shadow,15.8,explainer,https://www.youtube.com/watch?v=GNcFjFmqEc8,,8700000,GNcFjFmqEc8
C,companion,geometry; calculus,how-far-apart,Looking Glass Universe,The Shortest Way Home- An Unexpected Result,The shortest way home: an unexpected result,3.3,explainer,https://www.youtube.com/watch?v=wD4FLB0Sp54,,57000,wD4FLB0Sp54
C,background,geometry; calculus,,Morphocular,The Perfect Road for a Square Wheel and How to Design It,The perfect road for a square wheel,27.8,explainer,https://www.youtube.com/watch?v=xGxSTzaID3k,,1400000,xGxSTzaID3k
C,companion,geometry,lines-and-distances,Patrick J,The Midpoint Formula - Finding the Midpoint,Worked example: the midpoint formula,4.1,worked example,https://www.youtube.com/watch?v=Cd5C6YtP4dE,,136000,Cd5C6YtP4dE
C,background,geometry,,PurpleMind,The Surprising Math of Voronoi Diagram Perimeters,Voronoi diagram perimeters,19.6,explainer,https://www.youtube.com/watch?v=Y6bWUfmJ0-4,,89000,Y6bWUfmJ0-4
C,background,geometry; 3D graphics,,Reducible,A Strange But Elegant Approach to a Surprisingly Hard Problem (GJK Algorithm),GJK collision algorithm,31.9,explainer,https://www.youtube.com/watch?v=ajv46BSqcK4,,379000,ajv46BSqcK4
C,background,geometry,,Reducible,How Computers Draw Weird Shapes (Marching Squares),Marching squares,28.0,explainer,https://www.youtube.com/watch?v=6oMZb3yP_H8,,430000,6oMZb3yP_H8
C,background,geometry,,Sebastian Lague,[Unity] Procedural Cave Generation (E02. Marching Squares),Marching squares,22.2,coding project,https://www.youtube.com/watch?v=yOgIncKp0BE,,201000,yOgIncKp0BE
C,companion,geometry; trigonometry & waves,solving-triangles,Stand-up Maths,Behold all-new equations for triangles!,New equations for triangles,22.3,explainer,https://www.youtube.com/watch?v=A0L_PZwuGHY,,475000,A0L_PZwuGHY
C,companion,geometry,measuring-rooms-and-tins,Stand-up Maths,Calculating the optimal sphere packing density: with oranges,Optimal sphere packing with oranges,22.7,explainer,https://www.youtube.com/watch?v=3inLMXcetUA,,439000,3inLMXcetUA
C,companion,geometry; trigonometry & waves,solving-triangles,Stand-up Maths,Is pool actually just mathematics?,Is pool just mathematics?,26.7,explainer,https://www.youtube.com/watch?v=fqq8enTDzMY,,1200000,fqq8enTDzMY
C,background,geometry; calculus,,Stand-up Maths,What is the area of a Squircle?,The area of a squircle,31.8,explainer,https://www.youtube.com/watch?v=gjtTcyWL0NA,,925000,gjtTcyWL0NA
C,companion,geometry,lines-and-distances,Steve Mould,You can't bounce a ball under a table,You can't bounce a ball under a table: reflections and angles,12.9,explainer,https://www.youtube.com/watch?v=g_VxOIlg7q8,,5800000,g_VxOIlg7q8
C,companion,geometry,how-far-apart,TheGrayCuber,Cursed Pythagorean Theorem,Cursed Pythagorean theorem,6.2,explainer,https://www.youtube.com/watch?v=__ncJR7x_sY,,83000,__ncJR7x_sY
C,companion,geometry; calculus,measuring-rooms-and-tins,minutephysics,Proof Without Words: The Circle,Proof without words: the area of a circle,1.3,explainer,https://www.youtube.com/watch?v=whYqhpc6S6g,https://nebula.tv/videos/proof-without-words-the-circle/,3000000,whYqhpc6S6g
C,background,geometry,,minutephysics,Why Penrose Tiles Never Repeat,Why Penrose tiles never repeat,6.6,explainer,https://www.youtube.com/watch?v=-eqdj63nEr4,,1500000,-eqdj63nEr4
C,background,graphs & pathfinding; games & puzzles,,3Blue1Brown,Why this puzzle is impossible,Why the three-utilities puzzle is impossible,19.6,explainer,https://www.youtube.com/watch?v=VvCytJvd4H0,,3200000,VvCytJvd4H0
C,background,graphs & pathfinding,,Polylog,How to Use Beads and Strings to Find the Diameter of a Tree,Tree diameter with beads and string,14.7,explainer,https://www.youtube.com/watch?v=wGrOPSBPpyk,,33000,wGrOPSBPpyk
C,background,graphs & pathfinding; logic,,Quanta Magazine,The Map Coloring Puzzle That Changed Mathematics,The map-colouring puzzle that changed mathematics,9.1,explainer,https://www.youtube.com/watch?v=h7kqlYUV1l8,,263000,h7kqlYUV1l8
C,background,graphs & pathfinding; programming practice,,Sebastian Lague,A* Pathfinding (E03: algorithm implementation),A* implementation (Unity),24.2,coding project,https://www.youtube.com/watch?v=mZfyt03LDH4,,472000,mZfyt03LDH4
C,companion,graphs & pathfinding; algorithms & complexity,finding-things-fast,Sebastian Lague,A* Pathfinding (E04: heap optimization),A* heap optimisation,25.7,coding project,https://www.youtube.com/watch?v=3Dw5d7PlcTM,,228000,3Dw5d7PlcTM
C,background,graphs & pathfinding,,Stand-up Maths,Postcards from backstage: Katie and Semi-Eulerian Graphs,Semi-Eulerian graphs,5.7,explainer,https://www.youtube.com/watch?v=dFvzUNMU1Lo,,59000,dFvzUNMU1Lo
C,background,graphs & pathfinding; probability,,Stand-up Maths,Why do all random graphs end up identical?,Why random graphs end up identical,22.4,explainer,https://www.youtube.com/watch?v=TNWl-0rle4A,,328000,TNWl-0rle4A
C,background,graphs & pathfinding; logic,,Up and Atom,The Four Color Theorem - What Counts as a Proof?,The four colour theorem,19.0,explainer,https://www.youtube.com/watch?v=42-ws3bkrKM,,285000,42-ws3bkrKM
C,background,graphs & pathfinding,,Veritasium,The Science of Six Degrees of Separation,The science of six degrees of separation,9.4,explainer,https://www.youtube.com/watch?v=TcxZSmzPw8k,,5100000,TcxZSmzPw8k
C,background,history; geometry,,3Blue1Brown,What was Euclid really doing? | Guest video by Ben Syversen,What Euclid was really doing (Ben Syversen guest),33.5,explainer,https://www.youtube.com/watch?v=M-MgQC6z3VU,,,M-MgQC6z3VU
C,companion,history; programming practice,where-programming-came-from,Ben Eater,How Wozniak’s code for the Apple 1 works,How Wozniak's code for the Apple 1 works,37.3,build / tutorial,https://www.youtube.com/watch?v=SpG8rgI7Hec,,382000,SpG8rgI7Hec
C,companion,history; programming practice,how-we-got-here,Ben Eater,Reverse engineering Microsoft BASIC,Reverse engineering Microsoft BASIC,26.9,build / tutorial,https://www.youtube.com/watch?v=aVVKgwr_SfQ,,147000,aVVKgwr_SfQ
C,background,history; geometry,,Ben Syversen,The Book That Started It All,Euclid's Elements: the book that started it all,41.4,explainer,https://www.youtube.com/watch?v=vBwaWRZyIBM,,383000,vBwaWRZyIBM
C,background,history; geometry,,Ben Syversen,The Simplest Ancient Math Problem No One Could Solve,The simplest ancient maths problem no one could solve,26.8,explainer,https://www.youtube.com/watch?v=96LbF8nn05c,,586000,96LbF8nn05c
C,background,history; algorithms & complexity,,Quanta Magazine,The Man Who Revolutionized Computer Science With Math,The man who revolutionised computer science with maths (Wigderson),7.8,explainer,https://www.youtube.com/watch?v=rkZzg7Vowao,,3500000,rkZzg7Vowao
C,background,history; programming practice,,SimonDev,How Quake Failed their way to Success,How Quake failed its way to success,21.9,coding project,https://www.youtube.com/watch?v=CMFjgWQCGC8,,182000,CMFjgWQCGC8
C,background,history; algebra & equations,,Stand-up Maths,"The 1,200 Year Maths Mistake","The 1,200-year maths mistake",19.2,explainer,https://www.youtube.com/watch?v=FAdmpAZTH_M,,3300000,FAdmpAZTH_M
C,background,how computers work; logic,,Ben Eater,D latch,D latch,9.3,build / tutorial,https://www.youtube.com/watch?v=peCh_859q7Q,,811000,peCh_859q7Q
C,background,how computers work,,Ben Eater,How a transistor works,How a transistor works,11.4,build / tutorial,https://www.youtube.com/watch?v=DXvAlwMAxiA,,840000,DXvAlwMAxiA
